crew_row_id,movie_id,person_id,person_name,job,department
4191,343674,551463,Mike Flanagan,Director,Directing
4192,343674,551463,Mike Flanagan,Screenplay,Writing
4193,343674,1224355,Jeff Howard,Screenplay,Writing
4194,59961,125738,Daniel Espinosa,Director,Directing
4195,59961,230174,David Guggenheim,Writer,Writing
4196,19912,4755,David R. Ellis,Director,Directing
4197,19912,20218,Eric Bress,Writer,Writing
4198,9323,12180,Mamoru Oshii,Director,Directing
4199,9323,57302,Kazunori Ito,Screenplay,Writing
4200,819,8246,Barry Levinson,Director,Directing
4201,819,8246,Barry Levinson,Screenplay,Writing
4202,44048,18189,Mark Bomback,Writer,Writing
4203,44048,893,Tony Scott,Director,Directing
4204,1598,1032,Martin Scorsese,Director,Directing
4205,1598,17880,Wesley Strick,Screenplay,Writing
4206,646385,20204,James Vanderbilt,Writer,Writing
4207,646385,1661850,Guy Busick,Writer,Writing
4208,646385,1039527,Tyler Gillett,Director,Directing
4209,646385,66681,Matt Bettinelli-Olpin,Director,Directing
4210,94329,142013,Gareth Evans,Director,Directing
4211,94329,142013,Gareth Evans,Writer,Writing
4212,419479,36425,McG,Director,Directing
4213,419479,1295292,Brian Duffield,Screenplay,Writing
4214,12244,71923,Shane Acker,Director,Directing
4215,12244,34892,Pamela Pettler,Screenplay,Writing
4216,614934,142983,Jeremy Doner,Screenplay,Writing
4217,614934,2360164,Sam Bromell,Screenplay,Writing
4218,614934,6201,Baz Luhrmann,Director,Directing
4219,614934,6201,Baz Luhrmann,Screenplay,Writing
4220,614934,6211,Craig Pearce,Screenplay,Writing
4221,884605,84416,Gene Stupnitsky,Director,Directing
4222,884605,84416,Gene Stupnitsky,Writer,Writing
4223,884605,1371033,John Phillips,Writer,Writing
4224,36669,10783,Robert Wade,Screenplay,Writing
4225,36669,7256,Lee Tamahori,Director,Directing
4226,36669,10782,Neal Purvis,Screenplay,Writing
4227,1640,455,Paul Haggis,Director,Directing
4228,1640,455,Paul Haggis,Screenplay,Writing
4229,1640,137064,Bobby Moresco,Screenplay,Writing
4230,9762,29214,Anne Fletcher,Director,Directing
4231,9762,54510,Duane Adler,Screenplay,Writing
4232,9762,56855,Melissa Rosenberg,Screenplay,Writing
4233,576845,11090,Edgar Wright,Screenplay,Writing
4234,576845,1643383,Krysty Wilson-Cairns,Screenplay,Writing
4235,576845,11090,Edgar Wright,Director,Directing
4236,239,3146,Billy Wilder,Director,Directing
4237,239,3146,Billy Wilder,Screenplay,Writing
4238,239,3147,I. A. L. Diamond,Screenplay,Writing
4239,11665,13426,Peter Segal,Director,Directing
4240,11665,51327,Tom J. Astle,Screenplay,Writing
4241,11665,51328,Matt Ember,Screenplay,Writing
4242,73723,124748,Chris Renaud,Director,Directing
4243,73723,52361,Cinco Paul,Screenplay,Writing
4244,73723,52360,Ken Daurio,Screenplay,Writing
4245,9481,13015,Phillip Noyce,Director,Directing
4246,9481,57650,Jeremy Iacone,Screenplay,Writing
4247,1541,578,Ridley Scott,Director,Directing
4248,1541,17397,Callie Khouri,Writer,Writing
4249,16320,12891,Joss Whedon,Director,Directing
4250,16320,12891,Joss Whedon,Writer,Writing
4251,423204,76422,Ric Roman Waugh,Director,Directing
4252,423204,61,Robert Mark Kamen,Screenplay,Writing
4253,423204,1123799,Matt Cook,Screenplay,Writing
4254,423204,76422,Ric Roman Waugh,Screenplay,Writing
4255,82520,916958,Liza Johnson,Writer,Writing
4256,82520,916958,Liza Johnson,Director,Directing
4257,448119,2945,Stephen Gaghan,Director,Directing
4258,448119,2945,Stephen Gaghan,Screenplay,Writing
4259,448119,1579776,Dan Gregor,Screenplay,Writing
4260,448119,1579777,Doug Mand,Screenplay,Writing
4261,617653,56539,Nicole Holofcener,Screenplay,Writing
4262,617653,880,Ben Affleck,Screenplay,Writing
4263,617653,1892,Matt Damon,Screenplay,Writing
4264,617653,578,Ridley Scott,Director,Directing
4265,446021,47506,Drew Goddard,Director,Directing
4266,446021,47506,Drew Goddard,Screenplay,Writing
4267,664,2209,Jan de Bont,Director,Directing
4268,664,9986,Anne-Marie Martin,Screenplay,Writing
4269,664,4782,Michael Crichton,Screenplay,Writing
4270,256274,77147,John Erick Dowdle,Director,Directing
4271,256274,77147,John Erick Dowdle,Writer,Writing
4272,256274,142520,Drew Dowdle,Writer,Writing
4273,746036,1239407,Drew Pearce,Writer,Writing
4274,746036,40684,David Leitch,Director,Directing
4275,8965,56851,Victor Cook,Director,Directing
4276,8965,56852,Tad Stones,Director,Directing
4277,8965,1372782,Steve Englehart,Screenplay,Writing
4278,8965,35294,Henry Gilroy,Screenplay,Writing
4279,8965,56852,Tad Stones,Screenplay,Writing
4280,8965,200014,Thomas Hart,Screenplay,Writing
4281,8965,74282,Kevin Hopps,Screenplay,Writing
4282,8965,175473,Marty Isenberg,Screenplay,Writing
4283,8965,139851,Toby Shelton,Director,Directing
4284,1992,2294,Robert Rodriguez,Director,Directing
4285,1992,2294,Robert Rodriguez,Screenplay,Writing
4286,204082,16483,Sylvester Stallone,Screenplay,Writing
4287,204082,5501,Gary Fleder,Director,Directing
4288,169,2042,Stephen Hopkins,Director,Directing
4289,169,1094,John Thomas,Writer,Writing
4290,169,1092,Jim Thomas,Writer,Writing
4291,13649,65310,Kenny Ortega,Director,Directing
4292,13649,40254,Peter Barsocchini,Screenplay,Writing
4293,9472,57633,Rawson Marshall Thurber,Director,Directing
4294,9472,57633,Rawson Marshall Thurber,Writer,Writing
4295,2164,6046,Roland Emmerich,Screenplay,Writing
4296,2164,8676,Dean Devlin,Screenplay,Writing
4297,2164,6046,Roland Emmerich,Director,Directing
4298,399170,1221668,Jules Asner,Writer,Writing
4299,399170,1884,Steven Soderbergh,Director,Directing
4300,3176,31074,Kinji Fukasaku,Director,Directing
4301,3176,31073,Kenta Fukasaku,Screenplay,Writing
4302,274854,52609,Breck Eisner,Director,Directing
4303,274854,120119,Cory Goodman,Writer,Writing
4304,274854,1167472,Matt Sazama,Writer,Writing
4305,274854,1167473,Burk Sharpless,Writer,Writing
4306,30497,10051,Tobe Hooper,Director,Directing
4307,30497,27797,Kim Henkel,Screenplay,Writing
4308,30497,10051,Tobe Hooper,Screenplay,Writing
4309,521029,1338249,Gary Dauberman,Screenplay,Writing
4310,521029,1338249,Gary Dauberman,Director,Directing
4311,793,5602,David Lynch,Director,Directing
4312,793,5602,David Lynch,Writer,Writing
4313,718789,1748205,Jason Headley,Screenplay,Writing
4314,718789,7929,Angus MacLane,Screenplay,Writing
4315,718789,7929,Angus MacLane,Director,Directing
4316,97370,66728,Jonathan Glazer,Director,Directing
4317,97370,1047640,Walter Campbell,Screenplay,Writing
4318,97370,66728,Jonathan Glazer,Screenplay,Writing
4319,97370,16447,Milo Addica,Writer,Writing
4320,313297,1033661,Travis Knight,Director,Directing
4321,313297,1402866,Marc Haimes,Screenplay,Writing
4322,313297,154705,Chris Butler,Screenplay,Writing
4323,62215,42,Lars von Trier,Director,Directing
4324,62215,42,Lars von Trier,Screenplay,Writing
4325,9486,21075,William Davies,Writer,Writing
4326,9486,10782,Neal Purvis,Writer,Writing
4327,9486,10783,Robert Wade,Writer,Writing
4328,9486,1230252,Peter Howitt,Director,Directing
4329,1008042,2070453,Danny Philippou,Writer,Writing
4330,1008042,2070452,Michael Philippou,Director,Directing
4331,1008042,2070453,Danny Philippou,Director,Directing
4332,1008042,3764010,Bill Hinzman,Writer,Writing
4333,136799,64151,Mike Mitchell,Director,Directing
4334,136799,57744,Jonathan Aibel,Screenplay,Writing
4335,136799,57743,Glenn Berger,Screenplay,Writing
4336,11917,2679,David Hackl,Director,Directing
4337,11917,51023,Marcus Dunstan,Screenplay,Writing
4338,11917,51021,Patrick Melton,Screenplay,Writing
4339,1246,16483,Sylvester Stallone,Writer,Writing
4340,1246,16483,Sylvester Stallone,Director,Directing
4341,347031,1383612,Daniel Kwan,Director,Directing
4342,347031,1317730,Daniel Scheinert,Director,Directing
4343,347031,1383612,Daniel Kwan,Writer,Writing
4344,347031,1317730,Daniel Scheinert,Writer,Writing
4345,816,6737,Jay Roach,Director,Directing
4346,816,12073,Mike Myers,Screenplay,Writing
4347,241,3181,Richard Rutowski,Screenplay,Writing
4348,241,1152,Oliver Stone,Director,Directing
4349,241,1152,Oliver Stone,Screenplay,Writing
4350,241,3180,David Veloz,Screenplay,Writing
4351,152760,1461,George Clooney,Director,Directing
4352,152760,1461,George Clooney,Screenplay,Writing
4353,152760,31511,Grant Heslov,Screenplay,Writing
4354,80,569,Ethan Hawke,Screenplay,Writing
4355,80,1146,Julie Delpy,Screenplay,Writing
4356,80,564,Richard Linklater,Director,Directing
4357,80,564,Richard Linklater,Screenplay,Writing
4358,232672,57370,Frank Coraci,Director,Directing
4359,232672,186858,Ivan Menchell,Writer,Writing
4360,232672,1274512,Clare Sera,Writer,Writing
4361,713704,1398631,Lee Cronin,Writer,Writing
4362,713704,1398631,Lee Cronin,Director,Directing
4363,77877,224385,Will Fetters,Screenplay,Writing
4364,77877,33433,Scott Hicks,Director,Directing
4365,936075,932,John Logan,Writer,Writing
4366,936075,20907,Antoine Fuqua,Director,Directing
4367,308531,120015,Josh Appelbaum,Writer,Writing
4368,308531,1018751,André Nemec,Writer,Writing
4369,308531,1101410,Dave Green,Director,Directing
4370,615777,136495,Damien Chazelle,Writer,Writing
4371,615777,136495,Damien Chazelle,Director,Directing
4372,580175,4453,Thomas Vinterberg,Writer,Writing
4373,580175,141883,Tobias Lindholm,Writer,Writing
4374,580175,4453,Thomas Vinterberg,Director,Directing
4375,426063,138781,Robert Eggers,Director,Directing
4376,426063,138781,Robert Eggers,Writer,Writing
4377,400617,4762,Paul Thomas Anderson,Director,Directing
4378,400617,4762,Paul Thomas Anderson,Writer,Writing
4379,10200,55499,Scott Derrickson,Director,Directing
4380,10200,21527,David Scarpa,Screenplay,Writing
4381,926393,22814,Richard Wenk,Writer,Writing
4382,926393,20907,Antoine Fuqua,Director,Directing
4383,172385,5714,Carlos Saldanha,Director,Directing
4384,172385,58144,Don Rhymer,Screenplay,Writing
4385,172385,1524786,Carlos Kotkin,Screenplay,Writing
4386,172385,66962,Jenny Bicks,Screenplay,Writing
4387,172385,967321,Yoni Brenner,Screenplay,Writing
4388,20943,36797,Robert Luketic,Director,Directing
4389,20943,40589,Karen McCullah,Writer,Writing
4390,20943,141439,Nicole Eastman,Writer,Writing
4391,2899,4275,Alain Chabat,Screenplay,Writing
4392,2899,4275,Alain Chabat,Director,Directing
4393,265195,591600,Damián Szifron,Director,Directing
4394,265195,591600,Damián Szifron,Writer,Writing
4395,59,224,David Cronenberg,Director,Directing
4396,59,305,Josh Olson,Screenplay,Writing
4397,942,7187,Richard Donner,Director,Directing
4398,942,737,Jeffrey Boam,Screenplay,Writing
4399,371638,77951,Michael H. Weber,Screenplay,Writing
4400,371638,17051,James Franco,Director,Directing
4401,371638,77950,Scott Neustadter,Screenplay,Writing
4402,9390,11649,Cameron Crowe,Director,Directing
4403,9390,11649,Cameron Crowe,Writer,Writing
4404,44943,66739,Jonathan Liebesman,Director,Directing
4405,44943,141682,Christopher Bertolini,Writer,Writing
4406,587792,1704882,Max Barbakow,Director,Directing
4407,587792,2475993,Andy Siara,Screenplay,Writing
4408,5174,11091,Brett Ratner,Director,Directing
4409,5174,2689,Jeff Nathanson,Screenplay,Writing
4410,986056,836732,Jake Schreier,Director,Directing
4411,986056,579281,Eric Pearson,Screenplay,Writing
4412,986056,1407445,Joanna Calo,Screenplay,Writing
4413,866,12995,Marc Forster,Director,Directing
4414,866,12996,David Magee,Screenplay,Writing
4415,2288,5342,Mike Nichols,Director,Directing
4416,2288,23606,Patrick Marber,Screenplay,Writing
4417,2252,224,David Cronenberg,Director,Directing
4418,2252,23227,Steven Knight,Screenplay,Writing
4419,582014,1252934,Emerald Fennell,Director,Directing
4420,582014,1252934,Emerald Fennell,Writer,Writing
4421,68,280,Terry Gilliam,Director,Directing
4422,68,372,Tom Stoppard,Screenplay,Writing
4423,68,374,Charles McKeown,Screenplay,Writing
4424,68,280,Terry Gilliam,Screenplay,Writing
4425,193610,11151,Nick Cassavetes,Director,Directing
4426,193610,1173989,Melissa K. Stack,Writer,Writing
4427,23169,224385,Will Fetters,Writer,Writing
4428,23169,16834,Allen Coulter,Director,Directing
4429,11621,608,Hayao Miyazaki,Director,Directing
4430,11621,608,Hayao Miyazaki,Screenplay,Writing
4431,417678,1572145,Stella Meghie,Director,Directing
4432,417678,225499,J. Mills Goodloe,Screenplay,Writing
4433,340102,1053420,Josh Boone,Writer,Writing
4434,340102,1371036,Knate Gwaltney,Writer,Writing
4435,340102,1053420,Josh Boone,Director,Directing
4436,10054,2294,Robert Rodriguez,Director,Directing
4437,10054,2294,Robert Rodriguez,Writer,Writing
4438,456740,57581,Neil Marshall,Director,Directing
4439,456740,1237644,Andrew Cosby,Screenplay,Writing
4440,914,13848,Charlie Chaplin,Director,Directing
4441,914,13848,Charlie Chaplin,Screenplay,Writing
4442,696506,21684,Bong Joon Ho,Director,Directing
4443,696506,21684,Bong Joon Ho,Writer,Writing
4444,9870,52934,Nicholas Stoller,Director,Directing
4445,9870,41088,Jason Segel,Screenplay,Writing
4446,514847,79434,Craig Zobel,Director,Directing
4447,514847,1544457,Nick Cuse,Writer,Writing
4448,514847,28974,Damon Lindelof,Writer,Writing
4449,9291,13426,Peter Segal,Director,Directing
4450,9291,57336,Sheldon Turner,Screenplay,Writing
4451,77950,94075,David Soren,Screenplay,Writing
4452,77950,94075,David Soren,Director,Directing
4453,77950,582919,Darren Lemke,Screenplay,Writing
4454,77950,103041,Robert D. Siegel,Screenplay,Writing
4455,37247,10769,Calder Willingham,Screenplay,Writing
4456,37247,5342,Mike Nichols,Director,Directing
4457,37247,7795,Buck Henry,Screenplay,Writing
4458,57212,470,Lee Hall,Screenplay,Writing
4459,57212,7018,Richard Curtis,Writer,Writing
4460,57212,488,Steven Spielberg,Director,Directing
4461,817,12073,Mike Myers,Screenplay,Writing
4462,817,14172,Michael McCullers,Screenplay,Writing
4463,817,6737,Jay Roach,Director,Directing
4464,13387,75035,Olivier Megaton,Director,Directing
4465,13387,61,Robert Mark Kamen,Screenplay,Writing
4466,13387,59,Luc Besson,Screenplay,Writing
4467,50456,36588,Joe Wright,Director,Directing
4468,50456,79886,David Farr,Screenplay,Writing
4469,50456,1027824,Seth Lochhead,Screenplay,Writing
4470,278924,52961,Dennis Gansel,Director,Directing
4471,278924,1466046,Philip Shelby,Screenplay,Writing
4472,278924,1475226,Rachel Long,Screenplay,Writing
4473,278924,1475225,Tony Mosher,Screenplay,Writing
4474,278924,1308362,Brian Pittman,Screenplay,Writing
4475,65086,63306,James Watkins,Director,Directing
4476,65086,23447,Jane Goldman,Screenplay,Writing
4477,1621,4610,John Landis,Director,Directing
4478,1621,14711,Timothy Harris,Writer,Writing
4479,1621,14710,Herschel Weingrod,Writer,Writing
4480,594767,58191,Chris Morgan,Writer,Writing
4481,594767,1101411,Henry Gayden,Writer,Writing
4482,594767,1302082,David F. Sandberg,Director,Directing
4483,499932,56369,Antonio Campos,Screenplay,Writing
4484,499932,2123138,Paulo Campos,Screenplay,Writing
4485,499932,56369,Antonio Campos,Director,Directing
4486,258216,42,Lars von Trier,Director,Directing
4487,258216,42,Lars von Trier,Writer,Writing
4488,1620,18184,Xavier Gens,Director,Directing
4489,1620,18185,Skip Woods,Screenplay,Writing
4490,406759,5430,Harald Kloser,Writer,Writing
4491,406759,6046,Roland Emmerich,Writer,Writing
4492,406759,1651531,Spenser Cohen,Writer,Writing
4493,406759,6046,Roland Emmerich,Director,Directing
4494,600354,1150548,Florian Zeller,Director,Directing
4495,600354,1150548,Florian Zeller,Screenplay,Writing
4496,600354,12952,Christopher Hampton,Screenplay,Writing
4497,1078605,84833,Zach Cregger,Director,Directing
4498,1078605,84833,Zach Cregger,Writer,Writing
4499,212778,15277,Jon Favreau,Director,Directing
4500,212778,15277,Jon Favreau,Writer,Writing
4501,50348,144221,Brad Furman,Director,Directing
4502,50348,1217611,John Romano,Screenplay,Writing
4503,512196,54248,Christopher Landon,Director,Directing
4504,512196,54248,Christopher Landon,Writer,Writing
4505,77016,19769,David Ayer,Screenplay,Writing
4506,77016,19769,David Ayer,Director,Directing
4507,462,1884,Steven Soderbergh,Director,Directing
4508,462,6340,Susannah Grant,Writer,Writing
4509,9489,57678,Delia Ephron,Screenplay,Writing
4510,9489,9248,Nora Ephron,Director,Directing
4511,9489,9248,Nora Ephron,Screenplay,Writing
4512,7512,17403,Mike Judge,Director,Directing
4513,7512,52803,Etan Cohen,Screenplay,Writing
4514,7512,17403,Mike Judge,Screenplay,Writing
4515,11674,18356,Stephen Herek,Director,Directing
4516,11674,11505,John Hughes,Screenplay,Writing
4517,160588,1243,Woody Allen,Director,Directing
4518,160588,1243,Woody Allen,Writer,Writing
4519,1669,912,Larry Ferguson,Screenplay,Writing
4520,1669,1090,John McTiernan,Director,Directing
4521,1669,59906,Donald E. Stewart,Screenplay,Writing
4522,4257,35796,Craig Mazin,Screenplay,Writing
4523,4257,12936,Jim Abrahams,Screenplay,Writing
4524,4257,12991,Pat Proft,Screenplay,Writing
4525,4257,12987,David Zucker,Director,Directing
4526,937278,12995,Marc Forster,Director,Directing
4527,937278,12996,David Magee,Screenplay,Writing
4528,267935,488,Steven Spielberg,Director,Directing
4529,267935,9964,Melissa Mathison,Screenplay,Writing
4530,15121,2637,Ernest Lehman,Screenplay,Writing
4531,15121,1744,Robert Wise,Director,Directing
4532,280092,2128,Leigh Whannell,Writer,Writing
4533,280092,2128,Leigh Whannell,Director,Directing
4534,1062722,10828,Guillermo del Toro,Director,Directing
4535,1062722,10828,Guillermo del Toro,Writer,Writing
4536,27582,12786,Simon West,Director,Directing
4537,27582,22814,Richard Wenk,Screenplay,Writing
4538,27582,84657,Lewis John Carlino,Screenplay,Writing
4539,62214,510,Tim Burton,Director,Directing
4540,62214,1300,John August,Screenplay,Writing
4541,314,19535,John Rogers,Screenplay,Writing
4542,314,4586,Pitof,Director,Directing
4543,314,12906,Rita Hsiao,Writer,Writing
4544,7735,4918,Peter Thorwarth,Screenplay,Writing
4545,7735,52961,Dennis Gansel,Director,Directing
4546,7735,52961,Dennis Gansel,Screenplay,Writing
4547,6795,508,David Koepp,Screenplay,Writing
4548,6795,15277,Jon Favreau,Director,Directing
4549,6795,51296,John Kamps,Screenplay,Writing
4550,1443,1769,Sofia Coppola,Director,Directing
4551,1443,1769,Sofia Coppola,Screenplay,Writing
4552,59962,36425,McG,Director,Directing
4553,59962,132315,Timothy Dowling,Screenplay,Writing
4554,59962,11092,Simon Kinberg,Screenplay,Writing
4555,429197,55710,Adam McKay,Writer,Writing
4556,429197,55710,Adam McKay,Director,Directing
4557,8367,8300,Kevin Reynolds,Director,Directing
4558,8367,2185,John Watson,Screenplay,Writing
4559,8367,2182,Pen Densham,Screenplay,Writing
4560,87093,7131,Larry Karaszewski,Writer,Writing
4561,87093,510,Tim Burton,Director,Directing
4562,87093,7130,Scott Alexander,Writer,Writing
4563,8487,12100,Jeffrey Price,Screenplay,Writing
4564,8487,12101,Peter S. Seaman,Screenplay,Writing
4565,8487,5174,Barry Sonnenfeld,Director,Directing
4566,8487,26479,S.S. Wilson,Screenplay,Writing
4567,8487,26475,Brent Maddock,Screenplay,Writing
4568,796,11873,Roger Kumble,Director,Directing
4569,796,11873,Roger Kumble,Screenplay,Writing
4570,146,1617,James Schamus,Screenplay,Writing
4571,146,1618,Tsai Kuo-Jung,Screenplay,Writing
4572,146,28642,Wang Huiling,Screenplay,Writing
4573,146,1614,Ang Lee,Director,Directing
4574,9362,26475,Brent Maddock,Screenplay,Writing
4575,9362,33485,Ron Underwood,Director,Directing
4576,9362,26479,S.S. Wilson,Screenplay,Writing
4577,58233,56710,Oliver Parker,Director,Directing
4578,58233,21075,William Davies,Writer,Writing
4579,58233,16359,Hamish McColl,Screenplay,Writing
4580,261023,65167,Scott Cooper,Director,Directing
4581,261023,21339,Jez Butterworth,Screenplay,Writing
4582,261023,1304301,Mark Mallouk,Screenplay,Writing
4583,11887,40254,Peter Barsocchini,Writer,Writing
4584,11887,65310,Kenny Ortega,Director,Directing
4585,4995,4762,Paul Thomas Anderson,Director,Directing
4586,4995,4762,Paul Thomas Anderson,Writer,Writing
4587,384521,1301933,Julius Onah,Director,Directing
4588,384521,1090787,Oren Uziel,Screenplay,Writing
4589,384521,65779,Doug Jung,Screenplay,Writing
4590,1011985,57744,Jonathan Aibel,Writer,Writing
4591,1011985,57743,Glenn Berger,Writer,Writing
4592,1011985,582919,Darren Lemke,Writer,Writing
4593,1011985,64151,Mike Mitchell,Director,Directing
4594,458576,4014,Paul W. S. Anderson,Director,Directing
4595,458576,4014,Paul W. S. Anderson,Screenplay,Writing
4596,617126,1212522,Matt Shakman,Director,Directing
4597,617126,507,Josh Friedman,Screenplay,Writing
4598,617126,579281,Eric Pearson,Screenplay,Writing
4599,617126,1184281,Jeff Kaplan,Screenplay,Writing
4600,617126,1184283,Ian Springer,Screenplay,Writing
4601,504949,114334,David Michôd,Director,Directing
4602,504949,114334,David Michôd,Screenplay,Writing
4603,504949,33192,Joel Edgerton,Screenplay,Writing
4604,401104,149495,Marti Noxon,Screenplay,Writing
4605,401104,149495,Marti Noxon,Director,Directing
4606,449563,222470,Todd Strauss-Schulson,Director,Directing
4607,449563,122517,Erin Cardillo,Screenplay,Writing
4608,449563,56718,Dana Fox,Screenplay,Writing
4609,449563,1491121,Katie Silberman,Screenplay,Writing
4610,23631,2294,Robert Rodriguez,Director,Directing
4611,23631,61847,Ethan Maniquis,Director,Directing
4612,23631,2294,Robert Rodriguez,Writer,Writing
4613,23631,57475,Álvaro Rodríguez,Writer,Writing
4614,458423,17510,Ol Parker,Director,Directing
4615,458423,17510,Ol Parker,Writer,Writing
4616,295964,47333,John Wells,Director,Directing
4617,295964,23227,Steven Knight,Screenplay,Writing
4618,258230,51894,J. A. Bayona,Director,Directing
4619,258230,1299057,Patrick Ness,Screenplay,Writing
4620,9032,17494,Dennis Dugan,Director,Directing
4621,9032,56728,Tim Herlihy,Screenplay,Writing
4622,9032,19292,Adam Sandler,Screenplay,Writing
4623,9032,204761,Steve Franks,Screenplay,Writing
4624,1234821,508,David Koepp,Writer,Writing
4625,1234821,129894,Gareth Edwards,Director,Directing
4626,12222,71729,Steve Martino,Director,Directing
4627,12222,52360,Ken Daurio,Screenplay,Writing
4628,12222,8029,Jimmy Hayward,Director,Directing
4629,12222,52361,Cinco Paul,Screenplay,Writing
4630,72331,565491,Seth Grahame-Smith,Screenplay,Writing
4631,72331,23430,Timur Bekmambetov,Director,Directing
4632,766,7623,Sam Raimi,Writer,Writing
4633,766,7629,Ivan Raimi,Writer,Writing
4634,766,7623,Sam Raimi,Director,Directing
4635,572802,142686,David Leslie Johnson-McGoldrick,Screenplay,Writing
4636,572802,2127,James Wan,Director,Directing
4637,8619,2690,Peter Weir,Director,Directing
4638,8619,2690,Peter Weir,Screenplay,Writing
4639,8619,55474,John Collee,Screenplay,Writing
4640,695721,1273117,Michael Lesslie,Screenplay,Writing
4641,695721,10943,Francis Lawrence,Director,Directing
4642,695721,16961,Michael Arndt,Screenplay,Writing
4643,399361,556172,J.C. Chandor,Director,Directing
4644,399361,556172,J.C. Chandor,Screenplay,Writing
4645,399361,51686,Mark Boal,Screenplay,Writing
4646,765,11641,Scott Spiegel,Screenplay,Writing
4647,765,7623,Sam Raimi,Screenplay,Writing
4648,765,7623,Sam Raimi,Director,Directing
4649,1103,14692,Nick Castle,Screenplay,Writing
4650,1103,11770,John Carpenter,Director,Directing
4651,1103,11770,John Carpenter,Screenplay,Writing
4652,3594,5572,Joel Schumacher,Director,Directing
4653,3594,33234,Fernley Phillips,Screenplay,Writing
4654,46705,139098,Derek Cianfrance,Director,Directing
4655,46705,139098,Derek Cianfrance,Writer,Writing
4656,46705,549018,Cami Delavigne,Writer,Writing
4657,46705,961942,Joey Curtis,Writer,Writing
4658,457799,69237,Joe Berlinger,Director,Directing
4659,457799,1817747,Michael Werwie,Writer,Writing
4660,419478,932088,Scott Speer,Director,Directing
4661,419478,1799597,Eric Kirsten,Writer,Writing
4662,277685,1347823,Nelson Greaves,Writer,Writing
4663,277685,86688,Levan Gabriadze,Director,Directing
4664,74643,67717,Michel Hazanavicius,Director,Directing
4665,74643,67717,Michel Hazanavicius,Writer,Writing
4666,397837,86035,Maria Maggenti,Screenplay,Writing
4667,397837,45419,Ry Russo-Young,Director,Directing
4668,22804,2150,Kevin Greutert,Director,Directing
4669,22804,51023,Marcus Dunstan,Screenplay,Writing
4670,22804,51021,Patrick Melton,Screenplay,Writing
4671,381289,5306,Lasse Hallström,Director,Directing
4672,381289,1382199,Cathryn Michon,Screenplay,Writing
4673,381289,36805,Audrey Wells,Screenplay,Writing
4674,381289,117382,W. Bruce Cameron,Screenplay,Writing
4675,381289,67360,Maya Forbes,Screenplay,Writing
4676,381289,486,Wallace Wolodarsky,Screenplay,Writing
4677,1966,1152,Oliver Stone,Screenplay,Writing
4678,1966,20293,Christopher Kyle,Screenplay,Writing
4679,1966,20294,Laeta Kalogridis,Screenplay,Writing
4680,1966,1152,Oliver Stone,Director,Directing
4681,872,13284,Stanley Donen,Director,Directing
4682,872,13286,Adolph Green,Screenplay,Writing
4683,872,13294,Gene Kelly,Director,Directing
4684,872,197796,Betty Comden,Screenplay,Writing
4685,906126,51894,J. A. Bayona,Director,Directing
4686,906126,51894,J. A. Bayona,Screenplay,Writing
4687,906126,94215,Jaime Marques,Screenplay,Writing
4688,906126,16984,Bernat Vilaplana,Screenplay,Writing
4689,906126,1021406,Nicolás Casariego Córdoba,Screenplay,Writing
4690,10948,67604,Ted Berman,Director,Directing
4691,10948,67607,Art Stevens,Director,Directing
4692,10948,107274,Richard Rich,Director,Directing
4693,8337,11770,John Carpenter,Director,Directing
4694,8337,11770,John Carpenter,Screenplay,Writing
4695,392,5308,Robert Nelson Jacobs,Screenplay,Writing
4696,392,5306,Lasse Hallström,Director,Directing
4697,443791,125324,William Eubank,Director,Directing
4698,443791,1106745,Adam Cozad,Screenplay,Writing
4699,443791,1295292,Brian Duffield,Screenplay,Writing
4700,328425,33192,Joel Edgerton,Director,Directing
4701,328425,33192,Joel Edgerton,Writer,Writing
4702,109431,71600,Seth Gordon,Director,Directing
4703,109431,35796,Craig Mazin,Screenplay,Writing
4704,899082,2122937,Joe Pearlman,Director,Directing
4705,899082,2192897,Casey Patterson,Director,Directing
4706,899082,1398126,Giorgio Testi,Director,Directing
4707,899082,999760,Eran Creevy,Director,Directing
4708,262391,225142,Philippe de Chauveron,Director,Directing
4709,262391,1033664,Guy Laurent,Screenplay,Writing
4710,262391,225142,Philippe de Chauveron,Screenplay,Writing
4711,263472,16847,Eli Roth,Director,Directing
4712,263472,16847,Eli Roth,Screenplay,Writing
4713,263472,86500,Nicolás López,Screenplay,Writing
4714,263472,236211,Guillermo Amoedo,Screenplay,Writing
4715,173897,4014,Paul W. S. Anderson,Director,Directing
4716,173897,4014,Paul W. S. Anderson,Writer,Writing
4717,1370,16589,Peter MacDonald,Director,Directing
4718,1370,16483,Sylvester Stallone,Screenplay,Writing
4719,1370,16590,Sheldon Lettich,Screenplay,Writing
4720,531309,1362815,David Yarovesky,Director,Directing
4721,531309,72724,Brian Gunn,Screenplay,Writing
4722,531309,72725,Mark Gunn,Screenplay,Writing
4723,140823,75511,Sue Smith,Writer,Writing
4724,140823,54040,John Lee Hancock,Director,Directing
4725,140823,940376,Kelly Marcel,Writer,Writing
4726,109451,1046494,Kris Pearn,Director,Directing
4727,109451,12095,Cody Cameron,Director,Directing
4728,109451,52935,John Francis Daley,Screenplay,Writing
4729,109451,1236679,Jonathan Goldstein,Screenplay,Writing
